Status,Pinging to,Time
ok,google.com,20:54:20
ok,google.com,20:54:25
ok,google.com,20:54:30
ok,google.com,20:54:35
ok,google.com,20:54:40
ok,google.com,20:54:45
ok,google.com,20:54:50
ok,google.com,20:54:55
ok,google.com,20:55:00
ok,google.com,20:55:05
ok,google.com,20:55:10
ok,google.com,20:55:15
ok,google.com,20:55:20
ok,google.com,20:55:25
ok,google.com,20:55:30
ok,google.com,20:55:35
ok,google.com,20:55:40
ok,google.com,20:55:45
ok,google.com,20:55:50
ok,google.com,20:56:08
ok,google.com,20:56:13
ok,google.com,20:56:18
ok,google.com,20:56:23
ok,google.com,20:56:28
ok,google.com,20:56:33
ok,google.com,20:56:38
ok,google.com,20:56:43
ok,google.com,20:56:48
ok,google.com,20:56:53
ok,google.com,21:01:54
ok,google.com,21:02:00
ok,google.com,21:02:05
ok,google.com,21:02:10
ok,google.com,21:02:15
ok,google.com,21:02:20
ok,google.com,21:02:25
ok,google.com,21:02:30
ok,google.com,21:02:35
ok,google.com,21:02:40
ok,google.com,21:08:40
ok,google.com,21:08:45
ok,google.com,21:08:50
ok,google.com,21:08:55
ok,google.com,21:09:00
ok,google.com,21:09:05
ok,google.com,21:09:10
ok,google.com,21:09:15
ok,google.com,21:09:20
ok,google.com,21:09:25
ok,google.com,21:26:11
ok,google.com,21:26:16
ok,google.com,21:26:21
ok,google.com,21:26:26
ok,google.com,21:26:31
ok,google.com,21:26:36
ok,google.com,21:26:41
ok,google.com,21:26:46
ok,google.com,21:26:51
ok,google.com,21:26:56
ok,google.com,21:27:01
ok,google.com,21:42:24
ok,google.com,21:42:28
ok,google.com,21:42:33
ok,google.com,21:42:39
ok,google.com,21:42:44
ok,google.com,21:42:49
ok,google.com,21:42:54
ok,google.com,21:42:59
ok,google.com,21:43:04
ok,google.com,21:43:09
ok,google.com,21:43:14
ok,google.com,21:57:12
ok,google.com,21:57:17
ok,google.com,21:57:22
ok,google.com,21:57:28
ok,google.com,21:57:33
ok,google.com,21:57:38
ok,google.com,21:57:43
ok,google.com,21:57:48
