Status,Pinging to,Time
ok,google.com,20:49:04
ok,google.com,20:49:09
ok,google.com,20:49:14
ok,google.com,20:49:19
ok,google.com,20:49:24
ok,google.com,20:49:29
ok,google.com,20:49:34
ok,google.com,20:49:39
ok,google.com,20:49:44
ok,google.com,20:49:49
ok,google.com,20:49:54
ok,google.com,20:49:59
ok,google.com,20:50:04
ok,google.com,20:50:09
ok,google.com,20:50:14
ok,google.com,20:50:19
ok,google.com,20:50:24
ok,google.com,20:50:29
ok,google.com,20:50:34
ok,google.com,20:50:39
ok,google.com,20:50:44
ok,google.com,20:50:49
ok,google.com,20:50:54
ok,google.com,20:50:59
ok,google.com,20:51:04
ok,google.com,20:51:09
ok,google.com,20:51:14
ok,google.com,20:51:19
ok,google.com,20:51:24
ok,google.com,20:51:29
ok,google.com,20:51:34
ok,google.com,20:51:39
ok,google.com,20:51:44
ok,google.com,20:51:50
ok,google.com,20:51:55
ok,google.com,20:52:00
ok,google.com,20:52:05
ok,google.com,20:52:10
ok,google.com,20:52:15
ok,google.com,20:52:20
ok,google.com,20:52:25
ok,google.com,20:52:30
ok,google.com,20:52:35
ok,google.com,20:52:40
ok,google.com,20:52:45
ok,google.com,20:52:50
ok,google.com,20:52:55
ok,google.com,20:53:00
ok,google.com,20:53:05
ok,google.com,20:53:10
ok,google.com,20:53:15
ok,google.com,20:53:20
ok,google.com,20:53:25
ok,google.com,20:53:30
ok,google.com,20:53:35
ok,google.com,20:53:40
ok,google.com,20:53:45
ok,google.com,20:53:50
ok,google.com,20:53:55
ok,google.com,20:54:00
ok,google.com,20:54:05
ok,google.com,20:54:10
ok,google.com,20:54:15
